Id,Speed,TravelTime,Status,DataAsOf,linkId,diff
129,41.63,112,0,3/1/2022 09:44:11,4616246,300
129,31.06,150,0,3/1/2022 09:54:12,4616246,601
129,34.17,135,0,3/1/2022 09:59:13,4616246,301
129,36.66,126,0,3/1/2022 10:04:13,4616246,300
129,42.87,107,0,3/1/2022 10:14:13,4616246,600
129,38.52,120,0,3/1/2022 10:19:12,4616246,299
129,42.87,107,0,3/1/2022 10:24:12,4616246,300
129,54.68,84,0,3/1/2022 10:34:12,4616246,600
129,54.68,84,0,3/1/2022 10:39:11,4616246,299
129,48.46,96,0,3/1/2022 10:44:12,4616246,301
129,52.81,88,0,3/1/2022 10:49:12,4616246,300
129,55.3,84,0,3/1/2022 10:54:12,4616246,300
129,55.3,84,0,3/1/2022 10:59:12,4616246,300
129,52.81,88,0,3/1/2022 11:04:12,4616246,300
129,50.33,91,0,3/1/2022 11:09:12,4616246,300
129,50.33,92,0,3/1/2022 11:19:12,4616246,600
129,54.68,85,0,3/1/2022 11:24:11,4616246,299
129,49.7,93,0,3/1/2022 11:28:12,4616246,241
129,44.11,105,0,3/1/2022 11:34:11,4616246,359
129,55.92,83,0,3/1/2022 11:39:13,4616246,302
129,56.54,82,0,3/1/2022 11:44:12,4616246,299
129,54.68,84,0,3/1/2022 11:49:12,4616246,300
129,54.05,85,0,3/1/2022 11:54:11,4616246,299
129,55.3,84,0,3/1/2022 11:58:12,4616246,241
129,53.43,86,0,3/1/2022 12:04:11,4616246,359
129,54.05,86,0,3/1/2022 12:08:12,4616246,241
129,53.43,87,0,3/1/2022 12:14:12,4616246,360
129,40.38,115,0,3/1/2022 12:19:12,4616246,300
129,57.16,81,0,3/1/2022 12:29:13,4616246,601
129,57.16,81,0,3/1/2022 12:34:13,4616246,300
129,55.92,82,0,3/1/2022 12:39:11,4616246,298
129,48.46,96,0,3/1/2022 12:44:12,4616246,301
129,54.05,86,0,3/1/2022 12:49:12,4616246,300
129,55.3,84,0,3/1/2022 12:54:12,4616246,300
129,52.81,87,0,3/1/2022 12:58:12,4616246,240
129,52.81,88,0,3/1/2022 13:04:13,4616246,361
129,54.68,85,0,3/1/2022 13:09:11,4616246,298
129,55.92,83,0,3/1/2022 13:14:12,4616246,301
129,55.3,84,0,3/1/2022 13:19:12,4616246,300
129,49.08,95,0,3/1/2022 13:24:11,4616246,299
129,50.95,90,0,3/1/2022 13:29:13,4616246,302
129,47.22,98,0,3/1/2022 13:34:13,4616246,300
129,51.57,90,0,3/1/2022 13:39:12,4616246,299
129,54.05,85,0,3/1/2022 13:49:11,4616246,599
129,53.43,87,0,3/1/2022 13:54:12,4616246,301
129,55.3,83,0,3/1/2022 13:58:12,4616246,240
129,57.16,81,0,3/1/2022 14:04:13,4616246,361
129,56.54,82,0,3/1/2022 14:09:12,4616246,299
129,50.33,92,0,3/1/2022 14:14:12,4616246,300
129,49.7,93,0,3/1/2022 14:19:11,4616246,299
129,55.92,83,0,3/1/2022 14:24:12,4616246,301
129,50.33,92,0,3/1/2022 14:29:12,4616246,300
129,47.84,96,0,3/1/2022 14:34:12,4616246,300
129,49.08,95,0,3/1/2022 14:39:11,4616246,299
129,54.05,86,0,3/1/2022 14:44:11,4616246,300
129,55.92,82,0,3/1/2022 14:49:12,4616246,301
129,55.92,83,0,3/1/2022 14:54:12,4616246,300
129,55.3,84,0,3/1/2022 14:58:12,4616246,240
129,49.08,95,0,3/1/2022 15:04:12,4616246,360
129,53.43,87,0,3/1/2022 15:09:12,4616246,300
129,52.19,89,0,3/1/2022 15:14:12,4616246,300
129,52.19,88,0,3/1/2022 15:19:12,4616246,300
129,55.92,83,0,3/1/2022 15:24:12,4616246,300
129,55.3,84,0,3/1/2022 15:29:11,4616246,299
129,54.05,85,0,3/1/2022 15:34:12,4616246,301
129,54.68,85,0,3/1/2022 15:39:12,4616246,300
129,52.81,88,0,3/1/2022 15:44:12,4616246,300
129,53.43,87,0,3/1/2022 15:49:13,4616246,301
129,53.43,86,0,3/1/2022 15:54:12,4616246,299
129,55.3,83,0,3/1/2022 15:59:13,4616246,301
129,54.05,85,0,3/1/2022 16:04:11,4616246,298
129,54.05,86,0,3/1/2022 16:09:11,4616246,300
129,53.43,86,0,3/1/2022 16:14:12,4616246,301
129,55.3,84,0,3/1/2022 16:24:11,4616246,599
129,49.7,93,0,3/1/2022 16:29:12,4616246,301
129,54.05,86,0,3/1/2022 16:34:12,4616246,300
129,55.3,83,0,3/1/2022 16:39:12,4616246,300
129,50.95,91,0,3/1/2022 16:44:12,4616246,300
129,47.84,97,0,3/1/2022 16:49:12,4616246,300
129,54.68,85,0,3/1/2022 16:54:11,4616246,299
129,56.54,82,0,3/1/2022 16:59:12,4616246,301
129,51.57,89,0,3/1/2022 17:04:12,4616246,300
129,52.81,88,0,3/1/2022 17:09:12,4616246,300
129,54.68,84,0,3/1/2022 17:14:12,4616246,300
129,54.68,84,0,3/1/2022 17:19:12,4616246,300
129,52.19,88,0,3/1/2022 17:24:12,4616246,300
129,55.3,84,0,3/1/2022 17:29:11,4616246,299
129,47.22,98,0,3/1/2022 17:34:12,4616246,301
129,44.73,103,0,3/1/2022 17:39:12,4616246,300
129,47.22,98,0,3/1/2022 17:44:13,4616246,301
129,50.33,91,0,3/1/2022 17:49:12,4616246,299
129,50.95,91,0,3/1/2022 17:54:12,4616246,300
129,53.43,87,0,3/1/2022 17:59:12,4616246,300
129,47.84,96,0,3/1/2022 18:04:12,4616246,300
129,43.49,106,0,3/1/2022 18:09:12,4616246,300
129,48.46,96,0,3/1/2022 18:14:12,4616246,300
129,47.22,98,0,3/1/2022 18:19:12,4616246,300
129,47.84,96,0,3/1/2022 18:29:12,4616246,600
129,46.6,100,0,3/1/2022 18:34:13,4616246,301
129,51.57,90,0,3/1/2022 18:39:12,4616246,299
129,48.46,96,0,3/1/2022 18:44:12,4616246,300
129,52.19,89,0,3/1/2022 18:49:12,4616246,300
129,51.57,90,0,3/1/2022 18:54:12,4616246,300
129,50.33,92,0,3/1/2022 18:59:12,4616246,300
129,51.57,90,0,3/1/2022 19:04:13,4616246,301
129,52.19,89,0,3/1/2022 19:09:13,4616246,300
129,49.7,94,0,3/1/2022 19:14:12,4616246,299
129,51.57,89,0,3/1/2022 19:19:12,4616246,300
129,52.81,87,0,3/1/2022 19:24:12,4616246,300
129,50.95,91,0,3/1/2022 19:29:13,4616246,301
129,52.81,88,0,3/1/2022 19:34:12,4616246,299
129,49.08,94,0,3/1/2022 19:39:13,4616246,301
129,52.19,89,0,3/1/2022 19:44:12,4616246,299
129,49.08,94,0,3/1/2022 19:49:13,4616246,301
129,49.7,93,0,3/1/2022 19:54:13,4616246,300
129,53.43,86,0,3/1/2022 19:59:12,4616246,299
129,55.3,84,0,3/1/2022 20:04:12,4616246,300
129,55.3,84,0,3/1/2022 20:09:12,4616246,300
129,52.19,88,0,3/1/2022 20:14:12,4616246,300
129,50.33,92,0,3/1/2022 20:19:13,4616246,301
129,50.33,91,0,3/1/2022 20:24:14,4616246,301
129,53.43,86,0,3/1/2022 20:29:12,4616246,298
129,52.81,87,0,3/1/2022 20:34:13,4616246,301
129,54.68,84,0,3/1/2022 20:39:13,4616246,300
129,54.68,85,0,3/1/2022 20:44:12,4616246,299
129,54.68,85,0,3/1/2022 20:49:12,4616246,300
129,55.3,83,0,3/1/2022 20:54:12,4616246,300
129,56.54,82,0,3/1/2022 20:59:12,4616246,300
129,55.92,82,0,3/1/2022 21:03:13,4616246,241
129,56.54,82,0,3/1/2022 21:08:12,4616246,299
129,56.54,82,0,3/1/2022 21:13:12,4616246,300
129,55.3,83,0,3/1/2022 21:18:13,4616246,301
129,53.43,87,0,3/1/2022 21:23:12,4616246,299
129,52.81,87,0,3/1/2022 21:28:12,4616246,300
129,54.05,86,0,3/1/2022 21:33:13,4616246,301
129,54.05,85,0,3/1/2022 21:38:12,4616246,299
129,55.92,83,0,3/1/2022 21:43:13,4616246,301
129,56.54,82,0,3/1/2022 21:48:13,4616246,300
129,57.16,81,0,3/1/2022 21:53:13,4616246,300
129,56.54,82,0,3/1/2022 21:58:12,4616246,299
129,55.3,84,0,3/1/2022 22:03:12,4616246,300
129,54.05,86,0,3/1/2022 22:09:12,4616246,360
129,51.57,89,0,3/1/2022 22:14:12,4616246,300
129,52.81,87,0,3/1/2022 22:19:13,4616246,301
129,53.43,87,0,3/1/2022 22:24:12,4616246,299
129,56.54,82,0,3/1/2022 22:29:13,4616246,301
129,56.54,82,0,3/1/2022 22:34:12,4616246,299
129,56.54,82,0,3/1/2022 22:39:12,4616246,300
129,57.78,80,0,3/1/2022 22:44:12,4616246,300
129,57.16,81,0,3/1/2022 22:49:11,4616246,299
129,57.16,81,0,3/1/2022 22:54:11,4616246,300
129,57.78,80,0,3/1/2022 22:59:12,4616246,301
129,58.4,79,0,3/1/2022 23:04:12,4616246,300
129,57.16,81,0,3/1/2022 23:09:12,4616246,300
129,57.16,81,0,3/1/2022 23:14:12,4616246,300
129,57.78,80,0,3/1/2022 23:19:11,4616246,299
129,59.03,79,0,3/1/2022 23:24:12,4616246,301
129,59.03,78,0,3/1/2022 23:29:12,4616246,300
129,59.65,77,0,3/1/2022 23:34:11,4616246,299
129,59.65,78,0,3/1/2022 23:39:12,4616246,301
129,59.03,79,0,3/1/2022 23:44:11,4616246,299
129,59.03,78,0,3/1/2022 23:49:12,4616246,301
129,57.78,80,0,3/1/2022 23:54:12,4616246,300
129,57.78,80,0,3/1/2022 23:59:10,4616246,298
129,58.4,79,0,3/2/2022 00:04:11,4616246,301
129,57.78,80,0,3/2/2022 00:09:11,4616246,300
129,57.16,81,0,3/2/2022 00:14:11,4616246,300
129,59.03,78,0,3/2/2022 00:19:11,4616246,300
129,57.78,80,0,3/2/2022 00:24:10,4616246,299
129,59.65,77,0,3/2/2022 00:29:11,4616246,301
129,58.4,79,0,3/2/2022 00:34:10,4616246,299
129,58.4,79,0,3/2/2022 00:39:11,4616246,301
129,57.78,80,0,3/2/2022 00:44:12,4616246,301
129,58.4,79,0,3/2/2022 00:49:11,4616246,299
129,59.03,78,0,3/2/2022 00:54:11,4616246,300
129,57.78,80,0,3/2/2022 00:59:10,4616246,299
129,49.08,94,0,3/2/2022 01:04:12,4616246,302
129,39.76,117,0,3/2/2022 01:09:11,4616246,299
129,40.38,115,0,3/2/2022 01:14:11,4616246,300
129,60.89,76,0,3/2/2022 01:19:10,4616246,299
129,57.78,80,0,3/2/2022 01:24:12,4616246,302
129,57.16,81,0,3/2/2022 01:29:11,4616246,299
129,60.89,76,0,3/2/2022 01:34:10,4616246,299
129,59.65,78,0,3/2/2022 01:39:11,4616246,301
129,59.65,77,0,3/2/2022 01:44:11,4616246,300
129,55.92,82,0,3/2/2022 01:49:12,4616246,301
129,57.16,81,0,3/2/2022 01:54:11,4616246,299
129,59.03,79,0,3/2/2022 01:59:12,4616246,301
129,59.03,78,0,3/2/2022 02:04:11,4616246,299
129,57.16,81,0,3/2/2022 02:09:11,4616246,300
129,57.78,80,0,3/2/2022 02:14:11,4616246,300
129,59.03,79,0,3/2/2022 02:19:11,4616246,300
129,59.03,78,0,3/2/2022 02:24:12,4616246,301
129,57.16,81,0,3/2/2022 02:29:11,4616246,299
129,57.78,80,0,3/2/2022 02:34:12,4616246,301
129,63.37,73,0,3/2/2022 02:39:10,4616246,298
129,37.9,121,0,3/2/2022 02:44:12,4616246,302
129,54.68,84,0,3/2/2022 02:49:11,4616246,299
129,58.4,79,0,3/2/2022 02:54:11,4616246,300
129,58.4,79,0,3/2/2022 02:59:11,4616246,300
129,60.27,77,0,3/2/2022 03:04:11,4616246,300
129,59.65,77,0,3/2/2022 03:09:11,4616246,300
129,56.54,82,0,3/2/2022 03:14:11,4616246,300
129,59.03,78,0,3/2/2022 03:19:11,4616246,300
129,59.03,79,0,3/2/2022 03:24:10,4616246,299
129,56.54,81,0,3/2/2022 03:29:10,4616246,300
129,55.3,84,0,3/2/2022 03:34:11,4616246,301
129,54.68,85,0,3/2/2022 03:39:11,4616246,300
129,55.92,83,0,3/2/2022 03:44:11,4616246,300
129,57.78,80,0,3/2/2022 03:49:11,4616246,300
129,59.03,79,0,3/2/2022 03:54:12,4616246,301
129,62.75,74,0,3/2/2022 03:59:11,4616246,299
129,59.65,77,0,3/2/2022 04:04:11,4616246,300
129,45.36,102,0,3/2/2022 04:09:11,4616246,300
129,61.51,75,0,3/2/2022 04:14:11,4616246,300
129,61.51,75,0,3/2/2022 04:19:12,4616246,301
129,60.27,77,0,3/2/2022 04:24:11,4616246,299
129,59.65,78,0,3/2/2022 04:29:12,4616246,301
129,59.03,78,0,3/2/2022 04:34:12,4616246,300
129,57.16,81,0,3/2/2022 04:39:12,4616246,300
129,56.54,82,0,3/2/2022 04:44:12,4616246,300
129,57.78,80,0,3/2/2022 04:49:12,4616246,300
129,57.78,80,0,3/2/2022 04:54:12,4616246,300
129,57.16,81,0,3/2/2022 04:59:11,4616246,299
129,27.96,164,0,3/2/2022 05:04:11,4616246,300
129,4.97,915,-,3/2/2022 05:09:12,4616246,301
129,0,0,-,3/2/2022 05:14:13,4616246,301
129,0,0,-,3/2/2022 05:19:13,4616246,300
129,54.68,85,0,3/2/2022 05:24:12,4616246,299
129,54.68,84,0,3/2/2022 05:29:12,4616246,300
129,55.3,83,0,3/2/2022 05:34:12,4616246,300
129,55.92,82,0,3/2/2022 05:39:13,4616246,301
129,56.54,82,0,3/2/2022 05:44:13,4616246,300
129,56.54,81,0,3/2/2022 05:49:13,4616246,300
129,56.54,82,0,3/2/2022 05:54:12,4616246,299
129,56.54,82,0,3/2/2022 05:59:12,4616246,300
129,57.78,80,0,3/2/2022 06:04:13,4616246,301
129,59.65,78,0,3/2/2022 06:09:12,4616246,299
129,57.16,81,0,3/2/2022 06:14:13,4616246,301
129,55.3,84,0,3/2/2022 06:19:13,4616246,300
129,57.16,81,0,3/2/2022 06:24:13,4616246,300
129,58.4,79,0,3/2/2022 06:29:12,4616246,299
129,52.81,87,0,3/2/2022 06:34:13,4616246,301
129,55.92,82,0,3/2/2022 06:39:13,4616246,300
129,57.16,81,0,3/2/2022 06:44:12,4616246,299
129,57.16,81,0,3/2/2022 06:49:13,4616246,301
129,57.16,81,0,3/2/2022 06:54:13,4616246,300
129,57.78,80,0,3/2/2022 06:59:12,4616246,299
129,57.78,80,0,3/2/2022 07:04:12,4616246,300
129,57.16,81,0,3/2/2022 07:09:12,4616246,300
129,58.4,79,0,3/2/2022 07:14:13,4616246,301
129,58.4,79,0,3/2/2022 07:19:13,4616246,300
129,55.92,82,0,3/2/2022 07:24:12,4616246,299
129,57.16,81,0,3/2/2022 07:29:13,4616246,301
129,56.54,81,0,3/2/2022 07:34:12,4616246,299
129,54.05,86,0,3/2/2022 07:39:13,4616246,301
129,47.84,96,0,3/2/2022 07:44:12,4616246,299
129,45.36,102,0,3/2/2022 07:49:12,4616246,300
129,46.6,99,0,3/2/2022 07:54:14,4616246,302
129,44.11,105,0,3/2/2022 07:59:13,4616246,299
129,37.28,124,0,3/2/2022 08:04:13,4616246,300
129,36.66,127,0,3/2/2022 08:09:13,4616246,300
129,39.14,117,0,3/2/2022 08:14:12,4616246,299
129,41.01,113,0,3/2/2022 08:19:12,4616246,300
129,41.01,113,0,3/2/2022 08:24:12,4616246,300
129,40.38,114,0,3/2/2022 08:29:12,4616246,300
129,47.84,96,0,3/2/2022 08:34:13,4616246,301
129,47.22,97,0,3/2/2022 08:39:13,4616246,300
129,50.33,92,0,3/2/2022 08:44:12,4616246,299
129,46.6,99,0,3/2/2022 08:49:12,4616246,300
129,47.84,97,0,3/2/2022 08:54:11,4616246,299
129,52.19,89,0,3/2/2022 08:59:14,4616246,303
129,49.7,94,0,3/2/2022 09:04:13,4616246,299
129,51.57,90,0,3/2/2022 09:09:12,4616246,299
129,53.43,87,0,3/2/2022 09:14:12,4616246,300
129,50.95,91,0,3/2/2022 09:19:12,4616246,300
129,47.84,96,0,3/2/2022 09:24:12,4616246,300
129,45.36,102,0,3/2/2022 09:29:12,4616246,300
129,54.68,85,0,3/2/2022 09:34:13,4616246,301
129,50.95,91,0,3/2/2022 09:39:12,4616246,299
129,55.3,83,0,3/2/2022 09:44:13,4616246,301
129,55.3,84,0,3/2/2022 09:49:12,4616246,299
129,54.68,85,0,3/2/2022 09:54:11,4616246,299
129,55.3,83,0,3/2/2022 09:59:12,4616246,301
129,49.08,94,0,3/2/2022 10:04:13,4616246,301
129,55.3,83,0,3/2/2022 10:09:12,4616246,299
129,55.3,84,0,3/2/2022 10:14:12,4616246,300
129,54.68,85,0,3/2/2022 10:19:12,4616246,300
129,52.19,88,0,3/2/2022 10:24:12,4616246,300
129,48.46,96,0,3/2/2022 10:29:14,4616246,302
129,51.57,90,0,3/2/2022 10:34:12,4616246,298
129,50.95,91,0,3/2/2022 10:39:12,4616246,300
129,44.73,103,0,3/2/2022 10:44:12,4616246,300
129,54.68,84,0,3/2/2022 10:49:11,4616246,299
129,55.3,84,0,3/2/2022 10:54:12,4616246,301
129,54.68,85,0,3/2/2022 10:59:12,4616246,300
129,52.81,88,0,3/2/2022 11:04:12,4616246,300
129,47.22,98,0,3/2/2022 11:09:13,4616246,301
129,40.38,114,0,3/2/2022 11:14:12,4616246,299
129,50.95,90,0,3/2/2022 11:19:14,4616246,302
129,54.05,85,0,3/2/2022 11:24:12,4616246,298
129,54.68,85,0,3/2/2022 11:29:12,4616246,300
129,54.05,86,0,3/2/2022 11:34:12,4616246,300
129,53.43,86,0,3/2/2022 11:39:11,4616246,299
129,54.68,85,0,3/2/2022 11:44:12,4616246,301
129,55.3,83,0,3/2/2022 11:49:11,4616246,299
129,54.05,86,0,3/2/2022 11:54:12,4616246,301
129,52.19,88,0,3/2/2022 11:59:12,4616246,300
129,53.43,86,0,3/2/2022 12:04:13,4616246,301
129,52.81,88,0,3/2/2022 12:09:12,4616246,299
129,53.43,86,0,3/2/2022 12:14:12,4616246,300
129,50.33,92,0,3/2/2022 12:19:11,4616246,299
129,50.33,92,0,3/2/2022 12:24:11,4616246,300
129,53.43,86,0,3/2/2022 12:29:12,4616246,301
129,54.68,85,0,3/2/2022 12:34:12,4616246,300
129,55.92,83,0,3/2/2022 12:39:12,4616246,300
129,54.68,85,0,3/2/2022 12:44:12,4616246,300
129,54.68,85,0,3/2/2022 12:49:12,4616246,300
129,54.68,84,0,3/2/2022 12:54:12,4616246,300
129,50.33,92,0,3/2/2022 12:59:12,4616246,300
129,52.19,89,0,3/2/2022 13:04:12,4616246,300
129,49.7,93,0,3/2/2022 13:09:12,4616246,300
129,52.19,88,0,3/2/2022 13:14:11,4616246,299
129,55.92,82,0,3/2/2022 13:19:11,4616246,300
129,57.16,81,0,3/2/2022 13:24:11,4616246,300
129,55.3,84,0,3/2/2022 13:29:13,4616246,302
129,54.05,85,0,3/2/2022 13:34:11,4616246,298
129,54.05,85,0,3/2/2022 13:39:11,4616246,300
129,53.43,86,0,3/2/2022 13:44:12,4616246,301
129,55.3,83,0,3/2/2022 13:49:12,4616246,300
129,55.3,84,0,3/2/2022 13:54:12,4616246,300
129,53.43,86,0,3/2/2022 13:59:12,4616246,300
129,52.81,87,0,3/2/2022 14:04:11,4616246,299
129,55.92,83,0,3/2/2022 14:09:12,4616246,301
129,52.19,88,0,3/2/2022 14:14:12,4616246,300
129,55.92,83,0,3/2/2022 14:19:12,4616246,300
129,54.68,85,0,3/2/2022 14:24:11,4616246,299
129,55.3,84,0,3/2/2022 14:29:11,4616246,300
129,54.68,85,0,3/2/2022 14:34:11,4616246,300
129,54.05,85,0,3/2/2022 14:39:12,4616246,301
129,50.95,91,0,3/2/2022 14:44:12,4616246,300
129,54.68,84,0,3/2/2022 14:49:13,4616246,301
129,55.92,82,0,3/2/2022 14:53:12,4616246,239
129,54.68,85,0,3/2/2022 14:59:12,4616246,360
129,54.68,85,0,3/2/2022 15:04:11,4616246,299
129,54.05,86,0,3/2/2022 15:09:12,4616246,301
129,54.05,86,0,3/2/2022 15:14:12,4616246,300
129,42.25,110,0,3/2/2022 15:19:12,4616246,300
129,45.98,101,0,3/2/2022 15:24:11,4616246,299
129,45.36,102,0,3/2/2022 15:29:12,4616246,301
129,44.11,105,0,3/2/2022 15:34:11,4616246,299
129,44.73,103,0,3/2/2022 15:39:13,4616246,302
129,42.87,108,0,3/2/2022 15:44:12,4616246,299
129,42.25,110,0,3/2/2022 15:49:11,4616246,299
129,45.98,100,0,3/2/2022 15:54:11,4616246,300
129,48.46,95,0,3/2/2022 15:59:11,4616246,300
129,52.81,88,0,3/2/2022 16:04:11,4616246,300
129,52.81,88,0,3/2/2022 16:09:11,4616246,300
129,54.05,85,0,3/2/2022 16:14:11,4616246,300
129,55.3,84,0,3/2/2022 16:19:12,4616246,301
129,49.08,94,0,3/2/2022 16:24:12,4616246,300
129,49.08,94,0,3/2/2022 16:29:13,4616246,301
129,50.33,92,0,3/2/2022 16:34:12,4616246,299
129,53.43,87,0,3/2/2022 16:39:12,4616246,300
129,52.19,89,0,3/2/2022 16:44:12,4616246,300
129,53.43,87,0,3/2/2022 16:49:11,4616246,299
129,54.05,85,0,3/2/2022 16:54:12,4616246,301
129,55.92,83,0,3/2/2022 16:59:12,4616246,300
129,55.3,84,0,3/2/2022 17:04:12,4616246,300
129,49.08,94,0,3/2/2022 17:09:12,4616246,300
129,49.08,95,0,3/2/2022 17:14:13,4616246,301
129,52.81,88,0,3/2/2022 17:19:12,4616246,299
129,52.19,88,0,3/2/2022 17:24:11,4616246,299
129,52.81,88,0,3/2/2022 17:29:12,4616246,301
129,50.33,92,0,3/2/2022 17:34:12,4616246,300
129,49.7,93,0,3/2/2022 17:39:12,4616246,300
129,52.81,88,0,3/2/2022 17:44:12,4616246,300
129,47.22,98,0,3/2/2022 17:49:13,4616246,301
129,49.08,94,0,3/2/2022 17:54:12,4616246,299
129,52.81,88,0,3/2/2022 17:59:12,4616246,300
129,50.95,90,0,3/2/2022 18:04:12,4616246,300
129,45.98,101,0,3/2/2022 18:09:11,4616246,299
129,47.84,97,0,3/2/2022 18:14:12,4616246,301
129,50.95,91,0,3/2/2022 18:19:12,4616246,300
129,51.57,89,0,3/2/2022 18:24:13,4616246,301
129,50.33,92,0,3/2/2022 18:29:12,4616246,299
129,49.08,94,0,3/2/2022 18:34:13,4616246,301
129,48.46,95,0,3/2/2022 18:39:12,4616246,299
